,UMAP_1,UMAP_2
243,-1.4781381,3.3875105
244,-1.9247798,14.978335
245,10.570098,11.439828
246,8.84534,-6.0837708
247,0.35534915,-5.024429
248,-1.1053343,5.9265513
249,9.339394,-3.850589
250,12.18611,3.7363698
251,0.29621542,-5.5715857
252,0.8319778,7.259073
253,0.496347,6.8067193
254,11.797038,7.320842
255,11.124381,-1.923364
256,9.66326,-2.9425707
257,-1.3429646,7.418617
258,-3.6602087,12.468442
259,-2.9136355,-0.6992729
260,7.454026,-6.3176036
261,11.523063,7.7780676
262,11.509344,8.010035
263,3.3636842,-5.0003395
264,-0.3777172,7.06361
265,11.771497,12.79265
266,-4.005078,3.8936
267,-1.2222989,8.267943
268,9.729555,2.1118631
269,5.6327972,-4.98463
270,12.291619,1.5371459
271,-5.195097,14.433498
272,0.4868522,-6.420094
273,12.792839,12.451778
274,-0.58920455,9.065629
275,-1.3704033,8.617967
276,-3.005447,7.1948934
277,-3.4724016,3.7298017
278,-3.2413177,10.032241
279,9.442992,-6.1043324
280,-3.499422,8.710391
281,12.859283,7.997957
282,11.789161,-0.3376879
283,0.87251407,1.3217864
284,9.283635,0.6016367
285,11.876243,12.151904
286,10.556081,-6.1101766
287,-3.8772554,14.471441
288,6.320153,-4.6744714
289,0.281993,-5.478566
290,-4.376912,9.585131
291,-0.15390581,5.657615
292,6.283485,-4.5684056
293,12.159208,1.8830414
294,12.213819,11.858575
295,11.88425,12.315664
296,12.736744,4.726233
297,0.100429244,2.5075738
298,10.580895,-6.107529
299,11.426946,6.8066835
300,-3.0317929,9.915137
301,7.7752686,-1.6638432
302,0.06296032,4.154243
303,10.8422,14.137676
304,11.15205,11.860355
305,1.8710623,-0.41667747
306,-1.6420882,-2.6394098
307,-3.3991084,3.6958196
308,11.345157,2.1769505
309,10.752447,2.2844005
310,11.001673,18.251644
311,6.735057,-4.137404
312,-3.0444534,15.014086
313,-4.486155,14.167427
314,-1.2623861,5.7943425
315,11.016105,13.4463625
316,9.373551,0.6161995
317,10.766315,2.2994893
318,12.206727,11.911249
319,6.4350314,-1.7095152
320,-3.7078755,-1.8048973
321,0.45484024,-5.3673363
322,-0.22160307,6.6072392
323,11.364062,3.6371853
324,-0.47617242,8.958163
325,-2.3206995,13.76859
326,9.032002,-1.9117835
327,0.30384782,-5.4086437
328,10.45953,-6.165984
329,0.6872297,1.7783823
330,11.52122,7.4722605
331,-5.163372,14.409387
332,-4.4094195,14.137343
333,-1.5753797,5.714265
334,-1.8857768,-4.850646
335,12.06249,11.551511
336,2.6351388,-2.475871
337,-2.2957673,-2.7727253
338,-0.7099042,8.670483
339,-2.976751,9.761053
340,12.283407,5.300174
341,1.1837881,-4.417798
342,7.9521084,-4.3480988
343,-0.583661,9.039859
344,0.5834597,0.03539883
345,-3.264803,9.91409
346,0.5503726,2.2402737
347,5.6787014,-5.0807633
348,11.568468,13.521915
349,-0.86844844,13.396783
350,12.756851,12.397318
351,3.2695308,-1.4503558
352,-1.4689771,12.980515
353,-1.8418669,4.328898
354,-4.394061,14.054193
355,9.435133,0.6294109
356,-2.1195037,15.046695
357,-0.33287454,8.842293
358,12.855504,12.419134
359,2.9695597,-4.926085
360,10.152216,-2.2053113
361,-4.091005,13.96541
362,7.6418047,-1.783505
363,10.633259,12.396116
364,8.514325,0.5576276
365,11.067093,10.115921
366,10.220708,18.570032
367,-3.7622356,14.35533
368,9.347627,-3.8851764
369,-1.1195729,7.318905
370,12.487409,4.4833536
371,10.310051,-5.2404814
372,9.673813,0.832976
373,12.323206,12.819439
374,0.06665732,2.8085704
375,11.3434925,8.3914795
376,11.601395,1.212762
377,-3.9313629,10.592836
378,12.095606,2.277191
379,0.90101725,1.2448028
380,1.0493977,7.8778906
381,10.283539,2.328511
382,-2.535594,4.0586925
383,12.862298,8.008497
384,0.7108155,1.7837853
385,11.793023,12.779872
386,-4.745802,14.198456
387,-1.2005332,4.9112988
388,-0.9468016,7.972512
389,11.211909,9.315062
390,0.63868093,2.113332
391,-2.3133943,15.480952
392,-3.7835808,13.0949135
393,8.133628,-0.10582254
394,12.246809,7.5588846
395,12.149817,-0.17401254
396,-0.06586184,3.2728562
397,-3.3874137,11.695131
398,-4.9293513,12.964333
399,10.388219,-4.450421
400,8.400689,-6.820908
401,7.217733,-6.341378
402,11.521434,1.2155238
403,11.607056,13.479633
404,11.766872,11.855934
405,8.808591,-5.01385
406,-0.88404554,8.860573
407,3.695759,-5.66433
408,0.8604552,-0.16548184
409,-0.2508225,2.442236
410,-2.5635138,-2.6400301
411,10.196629,-2.6056387
412,12.112429,-0.19374879
413,-4.013473,3.9491205
414,2.7056625,-1.6590031
415,8.925995,-5.0324187
416,4.7909346,-5.1969924
417,-1.6190923,4.106224
418,-1.6839453,9.370337
419,-1.5099165,7.218172
420,11.491093,8.172962
421,6.2254834,-1.699778
422,4.688101,-5.5996213
423,10.014458,2.0802774
424,-3.261528,3.8269968
425,-1.9220926,4.5138206
426,-1.1832241,-4.956969
427,-1.0145284,5.97323
428,1.5054873,-6.2574844
429,-1.4041446,13.051451
430,-0.3625181,8.77853
431,10.744921,-2.194512
432,12.431895,13.10712
433,10.943223,13.445407
434,-0.43955436,4.1813693
435,-0.52302915,8.471631
436,-4.3516235,9.5342865
437,8.477124,-0.44575456
438,1.9937234,-2.6326067
439,10.667313,13.960404
440,-2.8938935,7.426944
441,12.276187,5.1501074
442,12.728063,12.564233
443,5.818796,-4.9165616
444,8.293918,-6.735938
445,-1.5333074,3.3470669
446,-0.29585838,5.462437
447,5.0567102,-5.6484017
448,-3.6021502,10.531332
449,-2.0317857,9.91883
450,-1.2421564,2.7163768
451,-0.5662932,6.0654764
452,3.1321638,-1.5535886
453,-1.918863,15.00527
454,1.6562598,-2.645546
455,-1.0444593,3.3175197
456,-2.2088377,-2.8125982
457,10.673634,18.444647
458,11.848712,-0.1873993
459,3.9292893,-5.6499043
460,-2.306221,15.490375
461,11.096246,9.545052
462,2.290264,-2.5363781
463,-2.8207576,-0.017033398
464,0.179334,2.4979813
465,10.26475,-6.0023427
466,-2.5868247,4.055503
467,12.25389,11.665701
468,9.600846,-6.0219526
469,7.0414524,-2.8708284
470,0.068138696,3.9915264
471,-3.1199498,-2.1150882
472,-1.8018501,-4.8210816
473,0.24995445,-6.1093736
474,-2.7906404,-1.9214313
475,12.062532,12.528348
476,-1.9959356,14.942524
477,12.754932,4.6834183
478,-4.4867496,14.336411
479,12.489643,1.6907471
480,11.945416,1.1184802
481,-3.481445,-0.12062053
482,-1.3549705,8.565527
483,-1.0700078,-4.760435
484,10.536791,11.629021
485,-4.460247,14.425335
486,-1.0847313,8.533024
487,-1.7688625,4.167615
488,8.300946,-5.641365
489,-3.0051184,9.825902
490,-0.41197205,2.5440152
491,3.9994915,-4.3825965
492,-3.4172728,11.839173
493,10.047854,18.929203
494,-4.2439146,9.43161
495,7.2477508,-4.6641555
496,-3.401976,8.69068
497,8.942708,1.264117
498,-0.17006701,5.7890105
499,-2.3409956,15.195497
500,12.228658,7.600149
501,-0.88474154,-5.246427
502,1.5608037,-4.258472
503,10.798351,11.16149
504,8.548103,0.08780839
505,-1.803207,13.110713
506,-3.3396122,3.8028693
507,1.8012104,-0.41539222
508,1.3281366,0.55341
509,1.2315036,0.36519065
510,-1.7413405,13.98345
511,11.604755,-0.4026549
512,-0.55468,7.058119
513,10.098269,-6.186913
514,1.0178899,7.9619937
515,10.273605,18.743176
516,7.913333,-1.4245039
517,-2.465691,14.468968
518,-4.047904,14.389303
519,12.18072,-0.14964685
520,0.7514466,1.6552073
521,-2.6168494,-0.44182247
522,12.069348,-0.2602241
523,-3.3912117,11.699757
524,1.3086392,-4.591639
525,0.024649063,2.204157
526,1.3249846,-3.9785805
527,-2.7008688,-0.30989176
528,12.523518,1.81518
529,-2.4706216,13.78603
530,10.2006035,-6.0661883
531,6.8321285,-2.5576963
532,-2.4419484,14.940983
533,0.9520546,7.9864063
534,-3.0056643,-2.0930705
535,11.450219,7.5603013
536,4.2448063,-5.2136655
537,0.7889425,1.4350998
538,10.637051,13.902184
539,11.798434,-0.26978832
540,-2.8110797,14.824684
541,12.722822,3.4033737
542,4.0364285,-4.882766
543,8.832647,-6.0811367
544,-5.0283275,12.188737
545,11.245739,-1.8024265
546,10.765299,2.2109013
547,-0.028568346,3.3261158
548,1.065316,-6.1900573
549,-3.5215487,12.2491665
550,7.977795,-4.326441
551,12.8360405,7.997259
552,-2.6821837,13.891262
553,9.545311,-6.0890694
554,11.254098,-1.7574667
555,12.298575,5.1386666
556,-4.952792,12.92648
557,5.6652193,-5.2816286
558,-3.796872,8.455156
559,-0.36669242,3.999162
560,9.4868,-2.0218048
561,10.051941,-2.7402487
562,-0.50219536,2.6117246
563,6.6020317,-4.1247787
564,11.11862,9.479922
565,-3.382036,9.126211
566,2.6626036,-2.6403906
567,8.459152,-6.798813
568,-1.7675557,-2.7866435
569,-4.5862875,14.301997
570,-3.690345,12.481275
571,-0.80157894,-5.431763
572,1.6756163,-0.4109978
573,0.5755804,0.11436337
574,-0.55105585,9.035784
575,10.377749,-4.42893
576,10.25791,18.756508
577,12.689032,3.2796586
578,-1.012668,-4.8681793
579,0.9827843,1.1448215
580,12.372044,5.1615024
581,8.970679,1.3421456
582,11.891602,11.684167
583,-1.8555856,-2.8826578
584,-1.7199446,9.446739
585,-2.5339878,4.064754
586,9.337742,-3.0756388
587,11.922223,-0.0771837
588,12.717636,3.9487865
589,-3.6899354,15.039012
590,-2.1013157,9.760032
591,-1.7303144,-3.1195874
592,-1.1292778,8.24646
593,-2.8507414,-0.008054162
594,3.1238356,-5.06745
595,11.277,6.198938
596,11.328746,2.175758
597,10.101309,18.868956
598,-0.2234627,-4.7416286
599,11.454478,6.734723
600,12.271906,0.21532878
601,-3.3921762,-0.1579522
602,10.068932,1.2135638
603,-1.1739298,8.570381
604,-1.1600596,5.8821607
605,12.82017,7.773672
606,12.1293745,0.2366938
607,4.128886,-5.125607
608,8.407588,-0.49358475
609,-3.4813607,8.785368
610,3.4118197,-5.7416835
611,10.120534,18.85409
612,-2.5061183,-2.2149217
613,10.693029,13.993628
614,0.11920488,3.542169
615,10.307401,-5.0901685
616,12.246261,11.729857
617,0.37893206,-5.0046268
618,10.932029,2.3530777
619,-2.9323897,9.80798
620,9.138789,1.4159229
621,-0.31134704,3.5443125
622,-4.4295325,12.927801
623,4.360222,-4.7361145
624,0.6188994,0.080618694
625,0.53001666,-5.6077704
626,11.978182,6.1657963
627,-0.8873497,2.9293509
628,4.9535856,-5.6046753
629,6.6909595,-1.7275429
630,10.362188,12.606569
631,-1.2061934,5.0683613
632,-3.391086,3.7769122
633,6.792354,-2.4320016
634,12.849767,4.037008
635,-0.32029548,-4.6085114
636,-4.366953,12.94855
637,12.7922,3.9839852
638,-0.39810994,6.4426303
639,10.579108,18.4913
640,9.039952,-0.0067209722
641,-2.9717124,-0.680628
642,8.721006,-4.703012
643,8.3048525,0.15469411
644,12.853901,4.034942
645,4.7934656,-5.591749
646,-1.1202759,5.819506
647,8.984016,-2.1024182
648,1.190233,-2.8654296
649,11.191355,9.385079
650,-3.1278555,-2.111692
651,12.286067,13.109448
652,7.997184,-5.8953004
653,0.3775386,-5.0302534
654,11.527481,-0.36042413
655,5.702936,-5.038925
656,-3.3949108,15.18222
657,12.315632,11.816207
658,-0.7794463,13.211386
659,12.022375,2.494987
660,2.5707698,-5.344151
661,3.3843126,-5.2429614
662,5.5078597,-5.501373
663,7.774136,-5.351232
664,2.4343476,-5.020841
665,12.619654,4.943305
666,8.66008,-6.8094053
667,8.18023,-0.24441493
668,0.074847594,4.06869
669,-1.5631273,-4.979696
670,-2.6736107,-0.50042385
671,-2.0397975,14.993676
672,1.7296083,-2.8608778
673,-2.360942,-2.15018
674,11.612563,4.302761
675,-2.6534905,-0.04859921
676,-4.3603783,13.302105
677,-3.7436116,-1.801026
678,6.7846823,-2.513115
679,-0.27068803,6.917429
680,2.0315323,-5.7509637
681,-2.2570796,-2.679308
682,-1.9010748,5.9552956
683,11.894467,3.443153
684,11.824574,11.484081
685,9.022284,1.1518829
686,-4.9635477,12.0372505
687,-0.11251661,6.769308
688,-2.7209108,-0.11154501
689,-3.152811,14.277539
690,-2.3795223,15.008399
691,-1.7859699,14.00742
692,11.869306,7.959552
693,11.096175,9.551042
694,-3.3645766,9.20801
695,12.043525,1.255154
696,12.4853325,12.948859
697,-0.14491911,6.7441163
698,11.103871,10.025763
699,-2.7648969,-0.75373876
700,11.622894,1.6619419
701,-2.9511187,6.410442
702,10.104904,-2.7203622
703,5.584899,-5.14274
704,-0.36297524,13.280212
705,-0.8959368,13.450453
706,11.786978,1.4231691
707,9.176678,0.0011229096
708,1.6820611,-0.40807548
709,0.57230896,2.2101638
710,-2.8833625,-0.0031195104
711,-0.36785555,8.888137
712,10.7206545,2.3453496
713,11.370048,8.397869
714,6.377093,-4.22346
715,-4.66453,14.183173
716,-2.8572218,15.222811
717,1.32253,-3.886706
718,10.365632,-6.1867843
719,8.944854,-1.8157839
720,0.9923547,7.6121645
721,8.801314,-5.0186567
722,2.0204585,-5.7299404
723,9.031582,-1.9806334
724,10.3299465,12.659192
725,12.119492,7.9328675
726,4.021291,-4.4186697
727,-3.2270124,15.124491
728,-0.22434583,6.6065555
729,-2.3282673,-1.8324269
730,-2.3104382,7.360966
731,8.124291,-5.4579806
732,11.830236,4.691843
733,11.820331,1.4354111
734,9.093911,-6.9184117
735,-1.1293625,8.595593
736,11.940535,7.9861608
737,9.19396,-2.0192304
738,12.278958,1.4745442
739,-2.4697394,14.435314
740,1.7729192,-0.4219811
741,0.025626533,3.644226
742,-1.3276143,4.461224
743,-2.9074259,14.721841
744,2.4806325,-4.9094353
745,-3.1941767,-0.24670395
746,-2.3094864,15.468554
747,-0.47697595,4.2413435
748,-3.7497976,-1.7935002
749,-1.4811472,-5.06304
750,-2.8404453,8.373436
751,-0.85766584,13.46529
752,1.5479597,-6.2491746
753,-1.1323425,-4.70816
754,-3.5191052,9.836918
755,5.50521,-5.50193
756,12.147572,1.4430763
757,-4.332702,13.337544
758,9.533995,-6.1026473
759,9.392241,-2.355451
760,-4.0287714,3.9254644
761,-3.3782237,11.722491
762,1.1193831,-2.8958776
763,-0.51848775,8.103037
764,-4.8796244,13.004415
765,-3.7916148,9.077168
766,-1.451648,3.449655
767,-3.1343474,9.831936
768,-1.3633686,3.282167
769,-2.6014588,-1.4073222
770,-2.017103,14.756106
771,-0.41630602,13.225487
772,-1.0093305,8.165414
773,-3.5771625,3.7685537
774,-0.3691601,8.8744545
775,7.620696,-4.2641506
776,-0.7321937,13.419108
777,11.4303255,6.813366
778,8.615111,-1.373441
779,-5.094991,14.296324
780,-1.1074799,7.283608
781,-3.6861625,15.039934
782,-0.41108853,13.486535
783,10.267959,-5.323418
784,12.5799,13.129086
785,9.892087,-3.7331944
786,10.793742,11.658254
787,1.430716,-4.0970187
788,-2.8224761,3.9669428
789,7.87304,-5.413601
790,11.545205,3.8483982
791,-1.6551223,-4.9607925
792,10.748675,2.2818062
793,10.583148,-2.3756611
794,-0.48164636,4.2392697
795,4.133638,-4.5996513
796,12.332738,7.702431
797,10.0513115,2.2039766
798,10.386002,-4.6125836
799,11.708567,4.9672995
800,0.23939946,2.3197415
801,2.9595075,-2.3272974
802,-4.5004816,14.117061
803,12.243867,7.580691
804,-3.4746244,-0.063304394
805,1.1716781,-4.4187465
806,6.726111,-2.5543587
807,10.266045,12.530428
808,12.600179,3.0560553
809,6.289034,-4.6697187
810,10.966477,-2.054762
811,-3.4677138,12.18113
812,7.174653,-6.3498096
813,11.179974,9.34884
814,9.070216,-0.02516043
815,9.912622,-3.967267
816,-2.8159091,7.570235
817,10.746201,11.116242
818,1.2420509,0.41030616
819,-2.95877,-2.2296836
820,11.915694,1.355181
821,-1.8640516,14.543457
822,10.2754135,-2.13355
823,12.821593,13.171938
824,-3.3519213,15.196803
825,11.395709,3.22284
826,11.375102,3.110209
827,2.5644717,-2.9494052
828,11.878854,3.4689317
829,-2.3601508,-2.1168413
830,-3.7628846,13.208581
831,2.6657777,-2.4319377
832,8.47435,-5.897912
833,11.989237,3.5365562
834,8.375166,-6.801597
835,6.255286,-1.6852407
836,4.032473,-4.6499786
837,12.25431,6.039843
838,-0.8047366,13.471043
839,-0.5314633,2.7066965
840,-1.0545844,3.3702016
841,-0.8524013,7.4346933
842,12.221713,3.831453
843,-2.3830729,-1.7677298
844,8.954198,1.3279735
845,-3.8356588,13.144446
846,-0.12683116,2.6065962
847,-0.42949554,6.463112
848,11.378699,-0.2518491
849,-0.3621679,-4.508612
850,9.89841,-3.724602
851,10.8399,10.762664
852,10.281299,-5.1096363
853,10.973334,5.875848
854,-1.8621209,5.900674
855,-1.2122598,6.0161843
856,11.064273,9.545142
857,-1.0807482,6.543436
858,0.08295116,3.995728
859,10.152681,18.760094
860,2.074551,-3.0559487
861,12.089327,2.320426
862,1.2411156,0.46672827
863,-0.63628066,7.075538
864,13.12142,7.520519
865,12.371994,0.19346821
866,7.3802156,-2.3231587
867,1.4602288,-4.569237
868,-1.8449026,13.9163685
869,12.808903,13.182535
870,0.88986886,7.336935
871,12.540848,2.9964902
872,12.445366,12.865214
873,0.7997422,-5.7429247
874,-1.9358145,5.9739366
875,8.023992,-4.3472137
876,0.09473247,3.55572
877,11.728855,11.3894005
878,1.3402966,-4.5898085
879,4.812513,-5.653745
880,10.387535,-4.6136765
881,10.519358,-6.071664
882,9.133927,0.17205073
883,10.839893,14.164632
884,8.976588,-7.006357
885,0.5036341,-5.436699
886,8.340476,-0.46041256
887,2.2882802,-2.7937465
888,-2.4371061,7.445048
889,-3.71482,-1.7878265
890,-2.9165664,14.359063
891,-2.545048,4.042792
892,11.376991,13.684804
893,10.849709,14.119847
894,-3.3571475,9.261488
895,-3.3124342,15.1978035
896,10.494517,-2.4851217
897,-3.5528467,3.7489905
898,-1.9499758,-2.0394957
899,7.26488,-2.2177534
900,10.15271,-2.693155
901,11.962771,11.649369
902,11.78733,4.8134665
903,0.7254236,-3.1132603
904,-0.9272432,7.989148
905,-4.143119,4.0524325
906,9.856151,2.2105262
907,-3.0059745,6.8348503
908,2.017178,-5.7357974
909,-1.7436328,-4.889314
910,8.639072,-4.774702
911,0.7850168,7.198808
912,10.8971195,3.9413283
913,-5.0378566,12.0942135
914,8.681823,-1.3632431
915,-0.7768824,6.5354357
916,6.692696,-3.2551353
917,-0.39926597,13.4120035
918,6.635452,-1.7015803
919,-4.44415,14.298093
920,10.578615,11.418049
921,7.2872524,-4.667906
922,-0.18148541,2.3139248
923,11.398053,8.343845
924,9.969102,2.10645
925,10.091773,1.5014204
926,-1.6444546,5.726803
927,10.145941,-4.2196765
928,12.694511,4.607007
929,7.9487915,-4.316566
930,-1.9097246,4.447852
931,-4.074718,3.9553306
932,9.046281,1.4217827
933,10.15355,-2.590824
934,-4.9417887,12.05448
935,1.7461091,-2.5911026
936,11.069761,9.557291
937,-2.7733786,-0.036664467
938,10.093632,1.2422333
939,-1.8401712,-2.892454
940,1.7272335,-2.9627388
941,9.133322,-7.0608172
942,4.0276856,-5.54792
943,9.15244,1.0824201
944,5.0715737,-5.1242094
945,11.439387,6.8996034
946,6.0857263,-4.820378
947,-1.5100204,-4.9657016
948,7.982888,-1.0273263
949,1.9332165,-2.6908426
950,8.98807,-0.13670611
951,10.310498,-5.207406
952,3.5653503,-5.715316
953,10.727199,4.0506287
954,-3.2836957,9.885047
955,10.845277,10.710276
956,0.052721485,2.3713293
957,-3.5251796,11.071651
958,-1.7562872,14.031634
959,-0.9761363,-4.8756976
960,-0.35273284,3.44538
961,11.252653,-1.8099191
962,0.8658466,-0.12310932
963,9.197897,-6.9721813
964,12.461699,13.096225
965,-0.36326623,4.149738
966,12.399693,13.130507
967,-2.7024906,15.073878
968,9.202158,-7.0096364
969,6.9877796,-4.6934953
970,8.217816,0.03887492
971,-0.1869485,5.63846
972,-3.3886328,9.364146
973,9.409316,0.8621729
974,12.653487,2.3077714
975,11.358371,8.435838
976,-2.4246163,-2.3583326
977,-4.3628993,9.540243
978,10.788632,11.77931
979,10.619039,18.478308
980,11.045374,10.126768
981,12.245472,11.652681
982,6.203144,-1.706018
983,-2.3602605,-2.1658068
984,6.2940655,-1.6918205
985,0.2435999,-5.387263
986,-3.3894467,3.7324169
987,12.813072,7.7767105
988,11.944855,4.774418
989,1.980407,-2.7672017
990,-3.1039379,-2.1198246
991,3.1564095,-5.1734877
992,5.7187395,-5.04211
993,11.412398,6.853969
994,0.256783,-5.3780856
995,9.890924,2.1998463
996,3.469111,-5.7399673
997,11.85968,12.334332
998,9.224422,-3.066503
999,9.219345,-7.005007
1000,-2.3078325,-2.743767
1001,-1.1134781,7.038337
1002,0.524222,6.8730097
1003,2.8018749,-2.307694
1004,-3.0910244,-2.046037
1005,9.348933,0.5687604
1006,11.931492,12.3775015
1007,0.9626553,-5.866252
1008,10.99423,2.2069685
1009,9.461005,-4.042807
1010,12.033965,11.627797
1011,-0.5338674,-4.190876
1012,10.461725,-6.177996
1013,-3.654788,10.409037
1014,10.701248,14.0013275
